gene_id,Embryo0-2h,Embryo2-4h,Embryo4-6h,Embryo6-8h,Embryo8-10h,Embryo10-12h,Embryo12-14h,Embryo14-16h,Embryo16-18h,Embryo18-20h,Embryo20-22h,Embryo22-24h,L1,L2,L3+12h,L3PS1-2,L3PS3-6,L3PS7-9,Prepupae,Prepupae+12h,Prepupae+24h,Prepupae+2d,Prepupae+3d,Prepupae+4d,Male+1d,Male+5d,Male+30d,Female+1d,Female+5d,Female+30d
FBgn0037100,0.0416689,0.09310639999999999,0.639911,0.803292,0.635195,0.20272300000000001,0.426821,0.519455,0.678002,0.917906,1.79408,2.28843,2.4456,1.98315,2.43115,0.858944,0.949699,0.7977770000000001,0.24004299999999998,0.105652,0.140741,0.586356,1.0016100000000001,0.692071,1.33692,1.42793,1.41241,0.6980930000000001,0.349103,0.5661970000000001
FBgn0037102,72.2066,84.5046,71.8131,58.3658,55.6249,57.551,66.6504,61.6146,63.6696,53.7793,58.8332,58.6297,72.1794,80.605,69.1774,32.8942,26.8378,29.2778,27.6017,23.6597,28.6266,42.2455,55.7333,29.7972,32.2784,29.1609,26.7061,38.949,54.8382,57.3569
FBgn0052438,30.0585,12.5945,30.7159,23.4182,17.3374,7.20832,9.40553,2.13312,2.26681,2.05963,2.787,3.3574,2.21294,2.57723,2.0838400000000004,5.02577,7.966289999999999,11.7884,10.6239,13.161,14.4647,10.524000000000001,7.41638,4.39586,8.06498,9.53198,8.79231,6.3902,20.4397,18.4777
FBgn0052441,105.491,93.0802,115.618,123.084,121.984,140.79,95.4962,75.7741,63.067,48.8174,37.9396,37.0318,55.036,64.7498,50.7641,57.078,61.6943,73.1601,69.2616,57.9324,70.6527,76.4823,67.5032,54.8092,65.3307,86.0328,99.3942,63.4092,74.7101,82.8976
FBgn0261953,0.0850196,0.617681,0.9874459999999999,3.9115699999999998,4.90908,8.35263,7.09363,4.67861,3.70401,3.59476,6.40008,5.18878,6.15886,2.6779599999999997,0.87554,3.43836,7.22624,9.425460000000001,9.3728,9.92548,15.4904,7.158289999999999,2.3399,1.59907,1.1385,1.15816,1.33217,0.629721,0.23195700000000002,0.15873900000000002
FBgn0037108,42.523999999999994,26.2071,66.0488,80.773,81.672,111.691,83.0514,59.2114,54.7086,37.8479,26.3943,29.4027,33.4799,43.83,41.7356,47.9179,42.7593,44.9989,41.2387,35.872,43.7967,42.1382,37.0429,22.9552,34.1923,34.9302,38.4572,40.1876,47.5987,47.7357
FBgn0043783,0.226237,0.6716810000000001,1.33213,1.19965,4.352,1.785,1.11415,0.9447709999999999,4.52219,47.9856,113.521,128.745,25.368000000000002,17.6593,50.5097,29.8228,16.6561,12.8264,33.0955,26.0682,32.2163,32.0502,31.0524,69.668,285.009,220.731,207.265,122.529,40.292,36.1893
FBgn0052445,0.0,0.21633000000000002,0.47903999999999997,0.44778599999999996,0.363606,0.063404,0.0402254,0.0276626,0.0,0.0,0.0197822,0.0,0.037297199999999996,0.00975237,0.294835,7.45719,18.5121,21.1527,18.7715,37.1421,60.7625,73.8357,79.6984,117.557,162.91299999999998,228.01,276.536,0.0455404,0.0,0.018477900000000002
FBgn0037116,31.355999999999998,6.89485,1.4571399999999999,4.82396,7.9258,8.27064,9.58591,8.06071,7.86245,9.74014,9.01848,9.73061,8.24685,7.48188,6.57948,10.3176,16.4085,21.147,21.9338,10.2095,11.4779,8.6875,6.61361,11.4632,10.7338,12.7029,13.4752,16.5863,25.7046,26.0588
FBgn0037120,21.684,10.8975,23.7275,23.3376,28.1878,26.6335,31.6059,15.952,14.0925,10.6279,7.134469999999999,9.5208,8.95614,7.13922,5.45408,8.9551,13.1941,19.1526,18.9134,21.1865,22.6327,19.6966,14.2157,8.84328,14.4454,17.1331,18.259,13.3537,19.8996,17.1982
